,City Name,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
374,Taunggyi,20.78,97.03,61.52,100,82,2.21,MM,1603287968
375,Baghdad,33.34,44.4,95.0,20,0,14.99,IQ,1603287910
376,Agadez,19.75,10.25,98.85,9,0,14.94,NE,1603287969
377,Luau,-10.71,22.22,87.04,38,40,3.65,AO,1603287969
378,Abalak,58.13,68.59,35.89,84,100,2.62,RU,1603287970
379,Inírida,3.87,-67.92,84.4,75,100,2.13,CO,1603287970
380,Pemangkat,1.17,108.97,81.1,78,99,4.85,ID,1603287846
381,Pombas,17.15,-25.02,91.4,52,99,21.92,CV,1603287970
382,Tonantins,-2.87,-67.8,87.73,62,95,2.82,BR,1603287971
383,Anchorage,61.22,-149.9,25.05,79,1,6.31,US,1603287781
384,Killin,33.61,-91.74,64.4,93,90,3.24,US,1603287971
385,Vestmannaeyjar,63.44,-20.27,41.0,80,75,13.87,IS,1603287971
386,Rosita,13.93,-84.4,80.58,77,18,1.14,NI,1603287972
387,Banepā,27.63,85.52,69.8,77,20,4.7,NP,1603287972
388,Praia,14.92,-23.51,87.8,66,0,18.34,CV,1603287840
389,Taoudenni,22.68,-3.98,96.98,10,0,9.51,ML,1603287973
390,Goderich,43.75,-81.72,54.75,89,100,15.01,CA,1603287973
391,Emerald,-23.53,148.17,72.34,64,0,6.93,AU,1603287973
392,Clyde River,70.47,-68.59,26.6,79,90,11.41,CA,1603287736
393,Tyukhtet,56.54,89.3,41.32,73,100,7.2,RU,1603287974
394,Tambacounda,13.75,-13.76,95.0,44,69,2.24,SN,1603287974
395,Serafimovich,49.58,42.74,46.0,49,100,10.0,RU,1603287974
396,Helsinki,60.17,24.94,43.52,87,75,11.41,FI,1603287974
397,Golden,39.76,-105.22,44.53,40,1,8.05,US,1603287974
398,Ust-Nera,64.57,143.2,5.32,86,100,6.29,RU,1603287975
399,Xining,36.62,101.77,44.62,46,0,2.48,CN,1603287975
400,Auki,-8.77,160.7,77.77,83,16,3.58,SB,1603287975
401,Berdigestyakh,62.1,126.7,13.26,96,37,3.2,RU,1603287976
402,Cap-aux-Meules,47.38,-61.86,46.4,70,20,14.99,CA,1603287976
403,Miles City,46.41,-105.84,28.4,92,90,3.36,US,1603287976
404,Doha,25.29,51.53,87.87,52,0,10.29,QA,1603287876
405,Dwārka,22.24,68.97,84.0,75,23,12.8,IN,1603287977
406,Río Gallegos,-51.62,-69.22,46.4,52,65,4.7,AR,1603287977
407,Petites Anses,15.85,-61.64,86.68,70,0,6.93,GP,1603287978
408,Verkhnevilyuysk,63.45,120.32,18.61,97,100,3.74,RU,1603287978
409,Jintūr,19.62,76.7,77.83,80,37,4.72,IN,1603287978
410,Mahon,39.89,4.27,73.4,69,40,16.11,ES,1603287979
411,Chicama,-7.84,-79.15,62.6,88,49,10.29,PE,1603287979
412,Palembang,-2.92,104.75,82.4,78,75,6.93,ID,1603287979
413,Rongcheng,30.63,117.85,55.35,78,70,2.28,CN,1603287873
414,Zyryanka,65.75,150.85,12.13,93,0,8.86,RU,1603287980
415,Ostrovnoy,68.05,39.51,34.3,89,100,7.07,RU,1603287980
416,Santiago del Estero,-27.8,-64.26,62.65,79,100,7.38,AR,1603287980
417,Mount Isa,-20.73,139.5,82.4,23,79,4.85,AU,1603287981
418,Roald,62.58,6.13,41.79,81,75,14.99,NO,1603287981
419,Verkhoyansk,67.54,133.38,7.66,90,100,0.63,RU,1603287981
420,La Ronge,55.1,-105.28,23.0,79,90,4.7,CA,1603287981
421,Nuuk,64.18,-51.72,31.1,92,40,5.82,GL,1603287982
422,Tegul'det,57.31,88.17,39.69,83,100,8.25,RU,1603287982
423,Puerto del Rosario,28.5,-13.86,77.0,61,75,13.87,ES,1603287982
424,Japura,-0.32,102.35,77.43,91,86,0.94,ID,1603287983
425,Rapid Valley,44.06,-103.15,31.95,100,90,6.93,US,1603287983
426,San Quintín,30.48,-115.95,65.93,84,100,4.27,MX,1603287983
427,Inta,66.03,60.17,22.24,98,100,6.06,RU,1603287984
428,Nacala,-14.54,40.67,84.85,56,1,7.92,MZ,1603287984
429,Maceió,-9.67,-35.74,84.2,58,75,12.75,BR,1603287824
430,Kismayo,-0.36,42.55,81.86,74,56,17.25,SO,1603287985
431,Alto Araguaia,-17.31,-53.22,86.38,45,26,6.15,BR,1603287985
432,Kahului,20.89,-156.47,70.65,68,1,3.87,US,1603287985
433,Ostashkov,57.15,33.11,36.21,96,100,5.08,RU,1603287986
434,Port Hedland,-20.32,118.57,73.4,83,0,11.41,AU,1603287986
435,Hammerfest,70.66,23.68,30.2,74,0,6.93,NO,1603287986
436,Emba,48.83,58.14,44.74,55,98,11.05,KZ,1603287987
437,Sept-Îles,50.2,-66.38,35.74,80,75,3.36,CA,1603287987
438,São Filipe,14.9,-24.5,84.67,62,0,2.62,CV,1603287987
439,Maniitsoq,65.42,-52.9,33.08,89,100,9.55,GL,1603287988
440,Dhandhuka,22.37,71.98,91.24,49,94,8.16,IN,1603287988
441,Saint-Augustin,51.23,-58.65,41.38,65,0,10.42,CA,1603287988
442,Orikum,40.33,19.47,68.63,51,56,5.93,AL,1603287989
443,Maraã,-1.83,-65.37,90.28,55,99,3.71,BR,1603287989
444,Akdepe,42.06,59.38,56.32,35,99,13.87,TM,1603287989
445,Harper,4.38,-7.72,81.7,75,67,8.77,LR,1603287990
446,Nyuksenitsa,60.41,44.24,32.11,96,100,10.22,RU,1603287990
447,Dakoro,14.51,6.76,99.99,8,0,13.04,NE,1603287991
448,Puerto Escondido,15.85,-97.07,73.4,88,40,8.05,MX,1603287991
449,Zambezi,-13.54,23.1,97.18,13,6,6.35,ZM,1603287991
450,Salalah,17.02,54.09,86.0,70,12,8.05,OM,1603287992
451,Cotia,-23.67,-46.95,69.8,73,75,10.29,BR,1603287992
452,Sagana,-0.67,37.2,81.18,38,41,8.72,KE,1603287992
453,Maningrida,-12.07,134.27,80.56,76,13,7.29,AU,1603287992
454,Mbandaka,0.05,18.26,80.82,67,37,3.62,CD,1603287993
455,Mazamari,-11.33,-74.53,69.3,82,100,1.54,PE,1603287993
456,Houma,29.6,-90.72,72.63,100,1,8.05,US,1603287740
457,Saint Simons,31.14,-81.39,75.42,94,40,9.17,US,1603287993
458,Sukhumi,43.0,41.02,61.41,69,0,1.01,GE,1603287994
459,Savage,44.78,-93.34,33.8,74,1,11.41,US,1603287994
460,Spornoye,50.84,37.29,46.4,65,100,2.24,RU,1603287994
461,Mosetse,-20.75,26.65,92.82,21,0,19.93,BW,1603287995
462,Shestakovo,56.49,103.96,31.51,98,100,4.14,RU,1603287995
463,Waitati,-45.75,170.57,48.99,76,93,5.99,NZ,1603287995
464,Peterhead,57.51,-1.8,57.97,72,32,6.93,GB,1603287996
465,Ciudad del Carmen,18.63,-91.83,78.8,94,40,5.82,MX,1603287732
466,Sarankhola,22.31,89.79,77.32,95,100,5.32,BD,1603287996
467,Panguna,-6.32,155.48,68.05,99,6,1.03,PG,1603287996
468,Sabha,27.04,14.43,86.94,26,100,6.2,LY,1603287997
469,Anaco,9.44,-64.47,83.3,72,100,10.78,VE,1603287997
470,Adré,13.47,22.2,94.17,10,51,10.65,TD,1603287997
471,Lena,43.1,-5.73,61.29,63,33,11.88,ES,1603287998
472,Ilhabela,-23.78,-45.36,76.6,75,32,5.37,BR,1603287998
473,Castaños,26.78,-101.42,73.99,67,25,3.0,MX,1603287998
474,Bud,39.45,-86.18,59.9,100,90,4.7,US,1603287999
475,Maragogi,-9.01,-35.22,82.85,67,0,13.09,BR,1603287999
476,Klaksvík,62.23,-6.59,42.8,75,16,6.93,FO,1603287999
477,Gorontalo,0.54,123.06,75.18,82,46,2.33,ID,1603288000
478,Ryki,51.63,21.93,55.49,95,100,8.37,PL,1603288000
479,Hambantota,6.12,81.12,86.0,70,40,11.41,LK,1603288001
480,Upernavik,72.79,-56.15,30.24,95,99,12.37,GL,1603288001
481,Olinda,-8.01,-34.86,84.2,70,75,14.99,BR,1603288001
482,Hofn,64.25,-15.21,37.4,64,20,3.36,IS,1603287966
483,Taldan,53.67,124.8,25.12,85,100,13.65,RU,1603288002
484,Nānākuli,21.39,-158.15,73.38,88,1,3.36,US,1603288002
485,Khani,41.96,42.96,69.8,52,57,6.93,GE,1603288002
486,Düzce,40.84,31.16,67.89,58,0,4.23,TR,1603288003
487,Ust'-Kulom,61.69,53.69,29.41,97,95,7.72,RU,1603288003
488,San Patricio,28.02,-97.52,76.51,94,1,4.7,US,1603287910
489,Esmeraldas,-19.76,-44.31,71.6,78,75,5.82,BR,1603288003
490,Baião,-2.79,-49.67,92.12,45,88,5.3,BR,1603288004
491,Rajec,49.09,18.64,54.72,71,100,8.05,SK,1603288004
492,Chara,56.91,118.26,10.26,82,85,3.06,RU,1603288005
493,Masunga,-20.62,27.45,84.2,42,0,16.11,BW,1603288005
494,Balkhash,46.84,74.98,55.96,38,0,14.9,KZ,1603288005
495,Zaysan,47.47,84.87,49.37,42,26,3.53,KZ,1603288005
496,Shirokiy,49.76,129.52,40.8,69,0,12.91,RU,1603288006
497,Çanakkale Province,40.08,26.83,67.05,82,75,19.46,TR,1603288006
498,Tuatapere,-46.13,167.68,48.99,72,84,5.01,NZ,1603288006
499,Oranjestad,12.52,-70.03,84.2,83,40,13.87,AW,1603288007
500,Ferkessédougou,9.6,-5.2,93.04,37,86,6.13,CI,1603288007
501,Penzance,50.12,-5.54,56.44,100,75,14.99,GB,1603288007
502,Byron Bay,-28.65,153.62,60.91,88,40,5.77,AU,1603288007
503,Gazli,40.13,63.45,64.29,28,37,10.87,UZ,1603288008
504,Teya,60.38,92.63,38.41,88,100,11.43,RU,1603288008
505,Wajima,37.4,136.9,65.07,62,100,10.18,JP,1603288008
506,Taltal,-25.4,-70.48,63.09,59,16,4.7,CL,1603287989
507,Wanaka,-44.7,169.15,41.54,72,100,2.89,NZ,1603288009
508,Mackay,-21.15,149.2,73.4,83,0,5.82,AU,1603288009
509,Hutchinson,38.06,-97.93,46.15,93,90,8.05,US,1603288009
510,Ossora,59.24,163.07,37.96,91,100,8.34,RU,1603288009
511,Buraidah,26.33,43.98,87.8,19,0,6.93,SA,1603288010
512,Feijó,-8.16,-70.35,85.57,61,99,3.51,BR,1603288010
513,Karratha,-20.74,116.85,70.63,73,0,17.87,AU,1603288010
514,Deputatsky,69.3,139.9,4.82,97,98,1.7,RU,1603288011
515,Broken Hill,-31.95,141.43,68.0,28,2,4.7,AU,1603288011
516,Srikakulam,18.3,83.9,81.46,82,100,3.98,IN,1603288012
517,San Lorenzo,-25.33,-57.53,93.67,35,0,5.46,PY,1603288012
518,Makakilo City,21.35,-158.09,73.92,88,1,3.36,US,1603288012
519,Gualeguaychú,-33.01,-58.52,64.0,74,98,4.0,AR,1603288012
520,Causapscal,48.35,-67.23,37.0,1,50,7.2,CA,1603288012
521,Upata,8.01,-62.4,84.0,73,100,5.01,VE,1603288013
522,Cabedelo,-6.98,-34.83,84.2,74,75,16.11,BR,1603288013
523,Palapye,-22.55,27.13,85.21,32,0,18.66,BW,1603288013
524,Sur,22.57,59.53,78.51,61,0,8.66,OM,1603288013
525,Aden,12.78,45.04,86.13,61,2,11.36,YE,1603288014
526,Oruzgan,32.83,66.0,48.51,47,0,3.44,AF,1603288014
527,Zapolyarnyy,69.42,30.81,23.0,92,20,5.82,RU,1603288014
528,Santa Cruz do Capibaribe,-7.96,-36.2,89.4,39,45,13.04,BR,1603288015
529,Houlton,46.13,-67.84,39.18,80,90,3.36,US,1603287742
530,Severo-Kuril'sk,50.68,156.12,40.48,73,62,19.24,RU,1603288016
531,Asău,46.43,26.4,60.8,55,96,17.22,RO,1603288016
532,Ubari,26.59,12.78,89.38,21,28,9.51,LY,1603288016
533,Bichena,10.45,38.2,64.51,60,22,4.16,ET,1603288017
534,Yamada,39.47,141.95,55.26,71,100,10.65,JP,1603288017
535,Conceição do Araguaia,-8.26,-49.26,100.26,29,14,4.32,BR,1603288017
536,Kirakira,-10.45,161.92,79.63,81,95,5.35,SB,1603288017
537,Gubkinskiy,64.43,76.5,27.01,96,100,15.46,RU,1603288017
538,Smolino,56.28,43.03,35.29,69,75,11.18,RU,1603288018
539,Birjand,32.87,59.22,77.0,3,0,6.93,IR,1603288018
540,Abonnema,4.71,6.79,87.8,70,75,2.24,NG,1603287864
541,Kalemie,-5.95,29.19,80.49,61,98,1.83,CD,1603288018
542,Lagos,6.58,3.75,87.04,66,43,7.54,NG,1603288019
543,Yumen,40.28,97.2,42.91,51,0,1.7,CN,1603288019
544,Tocopilla,-22.09,-70.2,66.78,49,0,5.5,CL,1603288019
545,Irtyshskiy,58.33,68.13,36.36,83,100,3.78,RU,1603288019
546,Karlshamn,56.17,14.86,55.71,93,90,6.93,SE,1603288020
547,Walvis Bay,-22.96,14.51,62.33,67,75,16.11,NA,1603288020
548,Winchester,51.07,-1.32,58.21,93,75,9.17,GB,1603288020
549,Port Augusta,-32.5,137.77,67.33,82,0,6.93,AU,1603288021
550,Havre-St-Pierre,50.23,-63.6,37.4,74,1,3.36,CA,1603288021
551,Taku,39.02,117.65,50.0,37,0,8.93,CN,1603288021
552,Praia da Vitória,38.73,-27.07,63.79,59,40,23.49,PT,1603288022
553,Sola,-13.88,167.55,76.26,85,98,13.02,VU,1603288022
554,Mastic Beach,40.77,-72.85,62.24,93,90,3.36,US,1603288022
555,Vostok,46.49,135.88,41.0,94,100,6.04,RU,1603288022
556,Vila Franca do Campo,37.72,-25.43,66.2,59,20,18.34,PT,1603288023
557,Winneba,5.35,-0.62,86.0,70,20,11.41,GH,1603288023
558,Inhambane,-23.86,35.38,82.2,58,40,9.17,MZ,1603288023
559,Mareeba,-17.0,145.43,72.0,73,75,2.24,AU,1603288023
560,Zolotukhino,52.08,36.38,44.6,70,75,6.71,RU,1603288024
561,Mindelo,16.89,-24.98,91.4,52,100,21.92,CV,1603288024
562,Obo,5.4,26.49,76.32,84,100,2.51,CF,1603288024
563,Kemijärvi,66.71,27.43,25.77,98,32,4.47,FI,1603288025
564,Price,39.6,-110.81,42.8,41,1,4.7,US,1603288025
565,Karakol,42.49,78.39,46.06,49,0,4.54,KG,1603288025
566,Muisne,0.6,-80.03,75.02,84,100,11.3,EC,1603288025
567,Coyhaique,-45.58,-72.07,42.8,75,0,3.36,CL,1603287747
568,Makurdi,7.74,8.51,91.53,54,31,2.28,NG,1603288026
569,Yulara,-25.24,130.99,78.8,44,0,6.08,AU,1603288026
570,Half Moon Bay,37.46,-122.43,57.06,87,1,1.39,US,1603288026
571,Tsiroanomandidy,-18.77,46.03,91.38,18,0,1.32,MG,1603288027
